Station;010 Wedding;018 Schöneberg;027 Marienfelde;032 Grunewald;042 Neukölln;077 Buch;085 Friedrichshagen;088 Messwagen Leipziger Str.;115 Hardenbergplatz;117 Schildhornstraße;124 Mariendorfer Damm;143 Silbersteinstraße;145 Frohnau;171 Mitte;174 Frankfurter Allee;220 Karl-Marx-Straße;282 Karlshorst
Messkomponente;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid
Einheit;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³
Messzeit;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte

13.01.2017 16:00;3;3;0;0;11;0;0;;14;52;81;13;0;3;25;107;4
13.01.2017 17:00;7;2;0;0;7;0;0;;17;57;70;11;0;2;29;93;3
13.01.2017 18:00;15;2;0;0;5;0;0;;16;41;73;14;0;2;40;94;9
13.01.2017 19:00;12;2;0;0;6;0;0;;22;40;65;11;0;2;26;107;2
13.01.2017 20:00;14;2;0;0;5;0;0;;18;34;56;9;0;2;29;77;2
13.01.2017 21:00;9;1;0;0;4;0;0;;20;28;60;8;0;2;35;67;2
13.01.2017 22:00;;1;0;0;3;0;0;;18;23;58;7;0;3;38;46;1
13.01.2017 23:00;;1;0;0;2;0;0;;28;32;56;21;0;2;39;48;1
14.01.2017 00:00;4;1;0;0;3;1;0;;30;32;42;54;0;1;12;50;1
14.01.2017 01:00;5;1;0;0;2;1;0;;22;18;26;81;0;1;16;37;2
14.01.2017 02:00;3;1;0;0;1;1;0;;15;10;18;37;0;1;15;34;1
14.01.2017 03:00;2;1;0;0;1;1;0;;14;8;10;23;0;1;12;25;0
14.01.2017 04:00;1;0;0;0;1;1;0;;18;6;8;22;1;1;13;23;0
14.01.2017 05:00;1;1;0;0;1;1;0;;31;13;6;21;1;1;16;17;2
14.01.2017 06:00;2;1;0;0;2;1;0;;24;38;7;46;1;1;21;17;0
14.01.2017 07:00;2;3;0;0;1;1;0;;31;23;14;65;0;1;19;13;0
14.01.2017 08:00;3;4;0;0;3;1;0;;30;42;30;50;0;1;18;8;0
14.01.2017 09:00;4;10;2;0;4;1;0;;45;63;81;45;1;4;8;19;3
14.01.2017 10:00;11;8;8;1;11;1;2;;17;42;82;22;2;7;10;41;13
14.01.2017 11:00;15;6;2;1;13;2;3;;18;48;87;18;2;9;25;73;6
14.01.2017 12:00;10;10;1;0;8;3;3;;21;74;93;18;2;8;45;91;7
14.01.2017 13:00;14;7;1;0;9;3;4;;35;72;107;27;2;8;71;115;6
14.01.2017 14:00;9;9;1;0;11;2;4;;40;65;119;47;1;6;98;117;6
14.01.2017 15:00;9;5;1;0;12;2;2;;49;53;89;25;1;6;80;116;5
14.01.2017 16:00;9;3;0;0;5;1;2;;21;55;68;21;1;4;64;123;2
14.01.2017 17:00;4;2;0;0;5;1;0;;38;44;73;20;0;2;59;131;1
14.01.2017 18:00;4;1;0;0;4;1;0;;41;37;56;22;0;2;54;110;1
14.01.2017 19:00;5;1;0;0;3;1;0;;28;45;75;14;0;2;54;97;0
14.01.2017 20:00;4;1;0;0;3;1;0;;31;41;67;12;0;2;36;69;0
14.01.2017 21:00;4;1;0;0;2;1;0;;22;28;55;7;0;2;32;53;1
14.01.2017 22:00;4;0;0;0;2;1;0;;15;18;38;7;0;2;21;38;1
14.01.2017 23:00;;1;0;0;1;1;0;;17;20;42;9;0;1;25;44;0
15.01.2017 00:00;;1;0;0;1;1;0;;11;14;39;16;0;1;16;25;0
15.01.2017 01:00;2;0;0;0;1;0;0;;13;11;31;8;0;1;14;26;0
15.01.2017 02:00;1;1;0;0;1;0;0;;5;6;18;11;0;1;9;28;0
15.01.2017 03:00;1;2;0;0;1;0;0;;5;5;12;5;0;1;12;15;0
15.01.2017 04:00;1;1;0;0;1;0;0;;7;2;11;2;0;1;10;11;0
15.01.2017 05:00;1;1;0;0;1;0;0;;4;3;8;2;0;0;8;10;0
15.01.2017 06:00;2;1;0;0;1;0;0;;8;6;15;3;0;0;10;11;0
15.01.2017 07:00;5;1;0;0;2;0;0;;6;10;14;2;0;1;9;10;1
15.01.2017 08:00;7;1;0;0;1;0;0;;7;11;18;3;0;1;11;13;1
15.01.2017 09:00;6;2;0;0;2;0;0;;8;11;23;6;0;1;13;15;1
15.01.2017 10:00;7;2;0;0;3;0;0;;14;21;38;9;0;1;15;25;2
15.01.2017 11:00;10;3;2;0;4;0;1;;14;26;48;7;0;2;17;26;3
15.01.2017 12:00;10;3;2;0;9;0;1;;17;31;51;10;0;2;15;37;3
15.01.2017 13:00;8;3;1;0;6;0;1;;10;24;46;8;0;2;16;35;3
15.01.2017 14:00;4;7;1;0;5;0;1;;9;27;56;6;0;2;12;54;2
15.01.2017 15:00;3;5;1;0;6;0;1;;13;24;72;8;0;2;16;60;4
15.01.2017 16:00;4;5;4;0;5;0;0;;13;23;65;7;0;2;17;60;3
15.01.2017 17:00;2;6;0;0;5;0;0;;9;28;57;10;0;1;16;71;2
15.01.2017 18:00;1;3;0;0;6;0;0;;11;10;49;7;0;1;7;43;1
15.01.2017 19:00;1;2;0;0;3;0;0;;14;8;43;6;0;1;4;12;1
15.01.2017 20:00;1;2;0;0;5;0;0;;23;4;34;8;0;2;4;10;1
15.01.2017 21:00;1;2;0;0;2;0;0;;21;5;35;11;0;1;3;11;1
15.01.2017 22:00;1;2;0;0;3;0;0;;12;3;25;6;0;2;2;9;1
15.01.2017 23:00;1;2;0;0;26;0;0;;17;3;24;8;0;1;2;7;0
16.01.2017 00:00;;2;0;0;4;0;0;;10;3;15;4;0;1;1;5;0
16.01.2017 01:00;;2;0;0;2;0;0;;13;3;15;6;0;0;1;8;0
16.01.2017 02:00;1;2;0;0;2;0;0;;2;3;14;3;0;2;1;7;1
16.01.2017 03:00;1;1;0;0;1;0;0;;4;2;10;7;0;2;1;7;0
16.01.2017 04:00;1;1;0;0;1;0;0;;10;3;15;5;0;2;3;4;1
16.01.2017 05:00;1;1;1;0;1;0;0;;11;9;20;6;0;1;2;5;1
16.01.2017 06:00;1;2;1;0;2;0;0;;9;4;43;11;0;2;6;6;2
16.01.2017 07:00;9;4;1;0;7;1;0;;28;21;109;34;0;7;20;16;7
16.01.2017 08:00;31;14;8;0;17;13;1;;34;71;191;44;1;15;36;29;18
16.01.2017 09:00;35;24;23;1;21;6;8;;60;118;205;51;9;93;47;48;24
16.01.2017 10:00;19;23;17;1;38;7;11;;57;85;201;92;5;32;44;154;18
16.01.2017 11:00;26;28;10;2;36;5;9;;55;79;222;80;6;35;37;116;20
16.01.2017 12:00;20;27;;3;35;7;8;;51;73;170;65;5;39;30;130;16
16.01.2017 13:00;9;15;;2;17;1;4;;30;85;170;46;3;22;26;107;9
16.01.2017 14:00;8;6;5;1;4;1;2;;39;30;129;39;3;6;14;26;4
16.01.2017 15:00;9;7;5;1;13;2;1;;21;40;128;46;1;10;43;94;5
16.01.2017 16:00;8;7;3;1;10;3;1;;18;66;118;31;1;10;25;90;5
16.01.2017 17:00;17;7;1;0;9;1;1;;33;121;142;32;0;8;18;55;4
16.01.2017 18:00;2;6;0;0;6;1;0;;37;78;126;23;1;6;15;47;4
16.01.2017 19:00;2;5;1;0;4;1;0;;32;19;89;25;0;6;9;22;3
16.01.2017 20:00;11;4;0;0;4;15;0;;28;18;80;11;1;6;7;16;2
16.01.2017 21:00;5;5;1;0;2;3;0;;32;8;103;14;2;3;4;13;1
16.01.2017 22:00;6;2;0;0;2;0;0;;12;11;61;17;0;2;3;12;1
16.01.2017 23:00;5;2;0;1;2;0;0;;7;12;51;11;2;2;4;20;1
17.01.2017 00:00;4;2;0;0;2;0;0;;7;9;30;16;1;4;3;36;1
17.01.2017 01:00;;2;0;1;1;1;0;;17;7;31;6;1;5;3;12;0
17.01.2017 02:00;;3;0;0;1;0;0;;15;3;18;7;1;4;3;10;1
17.01.2017 03:00;2;2;1;1;3;0;0;;7;6;12;7;1;4;1;14;1
17.01.2017 04:00;7;3;0;0;2;0;0;;12;6;18;4;1;2;2;8;1
17.01.2017 05:00;4;5;0;1;1;0;0;;21;36;36;11;1;3;3;5;0
17.01.2017 06:00;45;7;3;1;2;0;0;;39;94;134;29;4;3;22;9;4
17.01.2017 07:00;81;23;18;1;5;1;6;;75;181;281;59;7;14;44;24;25
17.01.2017 08:00;119;50;41;10;38;10;9;;101;253;373;152;24;38;64;70;49
17.01.2017 09:00;166;92;59;10;53;24;10;;196;345;438;139;35;50;87;92;53
17.01.2017 10:00;82;89;91;11;35;36;8;;183;341;440;132;36;34;63;84;59
17.01.2017 11:00;70;78;106;12;28;13;10;;152;234;165;268;73;29;111;87;37
17.01.2017 12:00;67;97;104;12;36;18;7;;114;168;239;116;39;58;46;102;22
17.01.2017 13:00;62;46;53;11;62;11;6;;69;99;269;233;29;80;50;160;15
17.01.2017 14:00;50;42;40;5;24;8;4;;72;123;211;221;14;44;52;68;9
17.01.2017 15:00;27;36;44;4;19;12;1;;79;88;191;94;8;18;31;49;11
17.01.2017 16:00;6;23;29;2;14;3;1;;59;78;159;74;3;10;30;43;6
17.01.2017 17:00;10;15;30;1;15;2;1;;68;89;115;88;1;11;29;55;6
17.01.2017 18:00;9;19;46;0;13;2;1;;100;176;197;78;1;15;31;63;11
17.01.2017 19:00;92;41;42;1;22;3;2;;115;195;302;122;1;9;26;72;17
17.01.2017 20:00;160;78;40;0;26;11;2;;166;193;356;95;1;17;33;68;23
17.01.2017 21:00;141;95;40;1;27;14;2;;144;154;324;165;1;16;32;57;47
17.01.2017 22:00;155;73;45;1;52;5;4;;107;144;325;197;12;25;66;48;47
17.01.2017 23:00;120;94;48;2;64;3;6;;160;128;302;262;41;61;82;100;48
18.01.2017 00:00;74;113;51;1;83;5;13;;98;98;219;274;47;71;71;153;64
18.01.2017 01:00;59;50;54;1;76;7;15;;97;57;175;254;73;66;59;156;66
18.01.2017 02:00;;69;46;0;62;2;7;;78;42;122;247;72;51;72;122;70
18.01.2017 03:00;;70;18;0;115;5;41;;66;28;52;134;55;67;75;160;88
18.01.2017 04:00;53;30;20;12;47;11;13;;51;35;71;66;41;49;85;72;61
18.01.2017 05:00;37;13;10;15;21;20;3;;37;33;45;61;22;29;49;34;16
18.01.2017 06:00;23;7;4;7;7;31;0;;42;53;77;51;6;12;55;32;10
18.01.2017 07:00;36;11;1;0;11;32;0;;69;115;129;157;3;20;113;66;18
18.01.2017 08:00;40;16;1;0;35;39;0;;94;117;243;231;4;28;149;132;29
18.01.2017 09:00;52;32;2;1;40;54;2;;152;171;190;226;8;44;127;145;34
18.01.2017 10:00;51;35;9;8;40;72;6;;146;125;137;193;17;42;91;120;30
18.01.2017 11:00;53;32;8;11;33;96;5;;155;107;125;198;25;26;88;152;21
18.01.2017 12:00;52;22;;9;30;86;4;;;99;;212;14;31;92;135;14
18.01.2017 13:00;35;20;5;7;22;73;4;;103;103;101;179;16;23;97;141;12
18.01.2017 14:00;41;15;6;5;19;65;3;;90;103;158;179;15;28;77;121;10
18.01.2017 15:00;37;14;6;4;18;72;2;;109;96;164;253;7;27;106;132;9
18.01.2017 16:00;55;13;3;3;17;66;1;;144;124;159;205;5;28;101;147;9
18.01.2017 17:00;47;17;1;2;13;70;0;;149;154;129;217;3;19;80;145;9
18.01.2017 18:00;31;13;1;1;9;58;0;;97;121;136;186;2;12;78;131;5
18.01.2017 19:00;22;9;1;0;5;45;0;;94;86;136;196;2;5;53;103;5
18.01.2017 20:00;19;6;1;0;4;19;0;;93;66;90;113;3;2;45;85;2
18.01.2017 21:00;15;3;1;0;2;15;0;;69;45;47;80;3;1;33;59;2
18.01.2017 22:00;7;1;1;0;1;6;0;;59;30;39;51;1;1;20;46;
18.01.2017 23:00;6;1;1;0;1;1;0;;43;29;46;55;1;1;25;34;
19.01.2017 00:00;5;1;1;0;0;1;0;;35;14;28;41;1;1;20;25;1
19.01.2017 01:00;5;0;1;0;0;0;0;;29;11;19;29;0;1;10;20;1
19.01.2017 02:00;2;0;1;0;0;0;0;;22;6;15;18;0;1;6;19;1
19.01.2017 03:00;;0;1;0;0;0;0;;17;2;8;13;0;1;7;12;1
19.01.2017 04:00;;0;1;0;1;0;0;;21;6;11;14;0;1;9;16;2
19.01.2017 05:00;3;0;1;0;0;1;0;;31;24;11;20;0;0;10;20;2
19.01.2017 06:00;7;1;0;0;2;1;0;;37;46;50;76;0;1;26;20;3
19.01.2017 07:00;14;3;0;0;7;1;0;;85;123;68;133;0;1;48;48;5
19.01.2017 08:00;24;7;0;0;11;48;0;;87;132;152;164;0;3;72;77;11
19.01.2017 09:00;28;11;1;1;16;36;1;;106;138;182;177;1;10;69;110;12
19.01.2017 10:00;42;12;3;2;15;39;3;;112;110;101;200;2;21;59;138;14
19.01.2017 11:00;32;13;4;2;11;38;3;;98;95;99;198;3;15;62;128;13
19.01.2017 12:00;39;12;4;3;13;51;3;;91;93;127;164;2;12;56;142;15
19.01.2017 13:00;35;16;5;3;15;35;4;;85;95;108;202;2;13;67;144;14
19.01.2017 14:00;26;10;4;3;13;39;3;;96;81;113;169;3;12;78;137;11
19.01.2017 15:00;30;13;3;2;11;;2;;111;102;138;206;2;10;58;141;10
19.01.2017 16:00;36;15;1;1;11;;1;;117;120;125;229;1;10;62;188;12
19.01.2017 17:00;40;12;0;0;14;;0;;122;135;165;235;0;7;72;146;14
19.01.2017 18:00;33;9;0;0;13;;0;;110;141;132;195;0;10;56;129;11
19.01.2017 19:00;29;10;0;0;9;;0;;98;109;134;136;0;8;62;115;10
19.01.2017 20:00;37;11;0;0;13;;0;;92;64;121;80;0;15;39;117;7
19.01.2017 21:00;15;6;0;0;11;;0;;53;49;71;76;0;9;36;83;6
19.01.2017 22:00;7;5;0;0;11;;0;;29;35;76;45;0;7;37;64;6
19.01.2017 23:00;7;5;0;0;10;;0;;33;37;57;54;0;6;39;36;5
20.01.2017 00:00;5;4;0;0;9;;0;;33;18;45;38;0;3;27;46;2
20.01.2017 01:00;8;3;0;0;8;;0;;17;14;36;26;0;5;24;34;4
20.01.2017 02:00;7;2;0;0;8;;0;;16;9;25;26;0;11;27;28;6
20.01.2017 03:00;6;2;0;0;13;;0;;15;9;20;33;0;11;28;28;7
20.01.2017 04:00;;3;0;1;10;;1;;17;9;19;29;0;11;25;25;11
20.01.2017 05:00;;3;1;1;14;;2;;18;37;28;34;1;9;22;32;12
20.01.2017 06:00;16;6;4;1;21;;1;;32;57;59;84;3;11;55;55;16
20.01.2017 07:00;30;15;3;1;37;;2;;71;168;123;217;2;20;64;98;28
20.01.2017 08:00;34;25;9;1;50;;9;;72;144;239;181;6;28;85;164;42
20.01.2017 09:00;52;31;17;5;68;;18;;93;140;302;237;11;56;137;164;59
20.01.2017 10:00;51;32;18;8;60;;25;;108;118;239;202;13;59;148;230;74
20.01.2017 11:00;54;37;24;11;44;;27;;103;109;196;225;15;53;140;186;79
20.01.2017 12:00;57;34;24;12;39;;23;;80;111;179;153;13;59;129;159;61
20.01.2017 13:00;59;26;22;12;38;;22;;87;86;172;152;13;52;124;167;52
20.01.2017 14:00;53;29;18;12;38;;25;;95;109;183;131;10;51;138;161;43
20.01.2017 15:00;51;26;15;10;43;;25;;98;119;195;132;8;50;127;181;42
20.01.2017 16:00;47;26;11;8;40;;21;;91;109;159;184;10;39;126;159;42
20.01.2017 17:00;46;22;16;5;38;;15;;96;124;180;187;11;41;140;181;33
20.01.2017 18:00;37;19;11;5;44;;15;;77;92;207;96;11;37;155;152;42
20.01.2017 19:00;39;22;13;6;40;;20;;75;83;200;68;13;44;141;161;37
20.01.2017 20:00;27;24;12;5;45;;21;;83;68;136;73;16;39;99;133;29
20.01.2017 21:00;20;19;13;4;32;;21;;63;48;131;108;15;34;90;117;29
20.01.2017 22:00;22;17;11;5;29;;19;;44;50;126;66;17;26;66;85;24
20.01.2017 23:00;28;15;12;5;33;;18;;40;47;111;37;15;18;84;76;24
21.01.2017 00:00;28;11;12;7;33;;17;;49;47;116;37;13;17;69;67;22
21.01.2017 01:00;20;12;9;8;24;;18;;38;32;90;38;8;21;58;53;24
21.01.2017 02:00;15;7;10;7;23;;17;;24;25;56;45;2;14;55;59;24
21.01.2017 03:00;8;5;7;8;24;;16;;20;21;53;39;2;9;36;44;28
21.01.2017 04:00;4;5;7;5;15;;13;;22;20;45;34;3;7;30;47;24
21.01.2017 05:00;;3;4;3;10;;12;;15;25;46;37;2;4;24;43;25
21.01.2017 06:00;;2;1;1;3;;9;;16;34;51;9;2;2;21;21;9
21.01.2017 07:00;3;3;1;0;4;;2;;15;23;56;23;1;2;25;80;2
21.01.2017 08:00;4;2;0;0;4;;1;;23;32;59;20;4;2;39;30;3
21.01.2017 09:00;4;3;1;0;5;;2;;30;39;67;69;3;4;28;32;3
21.01.2017 10:00;7;5;3;1;7;;4;;46;62;77;80;5;4;38;44;12
21.01.2017 11:00;8;7;2;1;15;;5;;48;65;94;77;8;6;50;68;15
21.01.2017 12:00;8;8;2;1;20;;4;;47;75;101;123;6;9;56;97;13
21.01.2017 13:00;7;5;2;1;12;;3;;35;60;107;148;3;7;43;91;13
21.01.2017 14:00;7;6;1;1;12;;3;;43;84;96;164;3;5;67;118;10
21.01.2017 15:00;9;8;0;0;10;;2;;52;81;101;130;4;6;56;129;5
21.01.2017 16:00;10;7;1;0;10;;1;;108;71;126;145;5;6;35;100;4
21.01.2017 17:00;20;6;1;0;6;;1;;105;77;97;176;7;2;34;123;3
21.01.2017 18:00;17;9;0;0;7;;0;;124;92;92;176;20;2;36;117;4
21.01.2017 19:00;11;25;2;0;8;;0;;110;89;109;181;23;7;59;110;7
21.01.2017 20:00;24;10;1;1;18;;0;;107;83;80;130;11;7;44;119;3
21.01.2017 21:00;14;12;0;5;5;;1;;68;60;48;65;3;15;31;72;5
21.01.2017 22:00;12;11;0;17;6;;0;;64;36;30;67;1;3;36;73;6
21.01.2017 23:00;7;9;2;17;12;;1;;65;46;12;109;1;7;35;52;4
22.01.2017 00:00;6;13;1;13;11;;1;;59;36;9;83;3;9;26;26;2
22.01.2017 01:00;2;7;0;11;5;;0;;38;25;7;44;3;1;21;40;1
22.01.2017 02:00;1;1;0;2;3;;0;;24;10;3;25;0;1;15;15;0
22.01.2017 03:00;1;2;0;0;2;;0;;13;6;2;23;0;1;14;17;0
22.01.2017 04:00;1;1;0;0;2;;0;;19;6;3;28;0;1;12;19;0
22.01.2017 05:00;1;1;0;0;3;;0;;16;6;2;8;0;1;9;10;0
22.01.2017 06:00;1;1;0;0;2;;0;;21;8;2;19;0;1;6;12;0
22.01.2017 07:00;1;2;0;0;2;;0;;36;7;2;25;0;1;11;11;0
22.01.2017 08:00;2;1;0;0;2;;0;;24;24;3;42;0;1;9;7;0
22.01.2017 09:00;2;4;1;1;3;;1;;46;11;4;49;0;2;8;5;1
22.01.2017 10:00;4;6;2;2;3;;1;;48;23;6;84;0;4;20;18;4
22.01.2017 11:00;9;8;3;3;5;;2;;66;17;12;93;1;6;23;19;3
22.01.2017 12:00;8;8;4;2;6;;3;;68;30;8;86;5;6;20;21;3
22.01.2017 13:00;9;7;4;2;5;;3;;83;36;10;108;2;6;24;26;3
22.01.2017 14:00;8;7;3;2;7;;3;;86;42;9;146;2;5;23;27;4
22.01.2017 15:00;9;8;2;1;6;;2;;112;42;9;130;1;6;29;15;3
22.01.2017 16:00;6;8;1;1;5;;1;;107;38;8;160;0;4;21;16;3
22.01.2017 17:00;5;9;0;0;4;;1;;75;22;5;111;0;2;22;11;1
22.01.2017 18:00;3;11;0;2;3;;0;;74;23;6;91;0;2;36;11;2
22.01.2017 19:00;3;7;0;1;3;;0;;66;37;5;101;0;2;43;30;2
22.01.2017 20:00;3;5;0;0;3;;0;;61;30;5;97;0;2;24;23;1
22.01.2017 21:00;4;3;0;0;3;;0;;69;25;4;87;0;2;21;24;1
22.01.2017 22:00;;4;0;0;3;;0;;55;28;7;110;0;1;16;15;0
22.01.2017 23:00;;5;0;0;3;;0;;60;14;5;50;0;1;7;7;1
23.01.2017 00:00;2;2;0;0;2;;0;;38;10;3;40;0;1;10;14;0
23.01.2017 01:00;1;2;0;0;1;;0;;32;6;3;43;0;1;8;12;0
23.01.2017 02:00;1;1;0;0;2;;0;;29;4;3;33;0;1;7;16;0
23.01.2017 03:00;2;1;0;0;2;;0;;30;5;4;16;0;1;9;15;0
23.01.2017 04:00;2;0;0;0;1;;0;;48;9;8;16;0;1;6;22;0
23.01.2017 05:00;6;0;0;0;2;;0;;25;35;23;16;1;2;12;14;0
23.01.2017 06:00;12;1;0;0;5;;0;;34;52;58;61;1;2;36;24;1
23.01.2017 07:00;25;9;0;0;6;;5;;60;105;168;97;1;7;78;98;5
23.01.2017 08:00;30;10;1;0;18;;6;;47;91;241;127;1;17;109;107;14
23.01.2017 09:00;10;11;1;0;28;;25;;53;79;253;122;1;29;100;126;36
23.01.2017 10:00;11;11;1;0;22;;16;;60;63;227;83;1;22;99;120;33
23.01.2017 11:00;13;11;1;1;21;;19;;49;87;168;56;1;17;79;135;25
23.01.2017 12:00;10;8;2;0;16;;22;;32;61;154;68;;12;75;128;12
23.01.2017 13:00;14;5;3;0;8;;8;;28;51;159;75;;8;105;121;7
23.01.2017 14:00;13;7;7;0;8;;4;;25;84;145;43;1;7;128;131;6
23.01.2017 15:00;16;6;5;0;;;3;;22;63;127;38;1;7;88;114;6
23.01.2017 16:00;5;5;1;0;10;;5;;26;58;131;39;1;8;38;73;6
23.01.2017 17:00;7;4;1;0;8;;1;;19;36;97;43;1;9;60;99;6
23.01.2017 18:00;17;6;0;0;6;;0;;23;86;175;40;1;8;85;120;6
23.01.2017 19:00;19;6;1;0;7;;0;;67;88;139;28;1;5;63;126;8
23.01.2017 20:00;16;5;0;0;13;;0;;57;51;135;27;1;10;76;95;9
23.01.2017 21:00;12;3;0;0;11;;0;;31;35;120;15;1;5;79;62;7
23.01.2017 22:00;5;2;0;0;5;;0;;29;31;74;35;1;5;42;44;4
23.01.2017 23:00;;2;0;0;5;;0;;26;18;59;34;1;3;32;33;2
24.01.2017 00:00;;2;0;0;4;;0;;19;13;45;19;1;3;31;16;3
24.01.2017 01:00;13;1;0;0;3;;0;;13;10;32;5;1;2;17;18;2
24.01.2017 02:00;10;1;1;0;2;;0;;10;4;16;5;1;3;16;17;1
24.01.2017 03:00;10;1;0;0;2;;1;;10;6;20;4;1;2;15;9;2
24.01.2017 04:00;2;1;0;0;2;;0;;12;8;18;9;1;2;9;11;2
24.01.2017 05:00;4;2;0;0;2;;1;;13;24;35;28;1;2;20;17;3
24.01.2017 06:00;13;3;1;0;5;;1;;17;42;83;51;0;4;66;30;6
24.01.2017 07:00;30;7;2;0;16;;1;;45;88;132;63;0;13;141;97;16
24.01.2017 08:00;29;15;4;1;26;;2;;66;120;250;140;2;31;109;123;26
24.01.2017 09:00;50;21;10;2;41;;5;;80;135;279;151;4;36;178;172;44
24.01.2017 10:00;59;25;11;5;44;;12;;97;112;194;84;4;40;148;153;37
24.01.2017 11:00;;25;16;;41;;22;;94;111;182;94;4;41;132;201;47
24.01.2017 12:00;18;21;17;5;43;;27;;70;102;183;94;4;39;96;157;51
24.01.2017 13:00;26;25;10;4;40;;34;;79;102;175;79;3;26;97;162;37
24.01.2017 14:00;38;20;8;2;39;;37;;50;97;170;93;1;19;84;185;29
24.01.2017 15:00;12;14;6;2;16;;33;;36;91;189;82;2;11;70;119;17
24.01.2017 16:00;9;13;3;1;16;;4;;32;99;189;54;1;15;114;125;13
24.01.2017 17:00;20;13;2;0;15;;3;;36;133;194;49;0;13;113;153;16
24.01.2017 18:00;4;6;1;0;14;;7;;30;100;170;43;0;8;87;149;13
24.01.2017 19:00;8;8;0;0;8;;2;;48;77;154;32;0;9;45;104;8
24.01.2017 20:00;14;9;1;0;12;;1;;34;58;132;44;0;9;62;101;7
24.01.2017 21:00;12;6;1;0;18;;2;;35;37;115;51;0;6;49;88;9
24.01.2017 22:00;10;4;0;0;9;;9;;34;28;77;13;0;9;48;62;14
24.01.2017 23:00;7;4;0;0;6;;1;;14;21;57;11;0;6;34;37;5
25.01.2017 00:00;;3;0;0;4;;2;;11;11;41;9;0;3;10;36;2
25.01.2017 01:00;;3;1;0;4;;1;;13;12;36;7;0;2;20;29;2
25.01.2017 02:00;11;2;0;0;5;;1;;9;4;26;7;0;3;20;27;2
25.01.2017 03:00;14;2;0;0;8;;2;;8;4;18;5;0;3;15;16;2
25.01.2017 04:00;15;1;0;0;5;;2;;11;14;25;13;0;4;11;15;3
25.01.2017 05:00;6;2;0;0;5;;1;;14;31;30;9;0;4;20;14;4
25.01.2017 06:00;14;3;0;0;6;;1;;15;48;78;20;0;4;36;31;8
25.01.2017 07:00;30;8;1;0;12;;3;;32;101;140;68;0;9;133;72;18
25.01.2017 08:00;34;17;2;0;33;;14;;56;119;253;110;1;20;150;153;33
25.01.2017 09:00;16;19;4;1;43;;29;;58;123;241;90;2;37;87;155;33
25.01.2017 10:00;18;29;6;1;33;;43;;72;107;228;135;4;39;113;200;33
25.01.2017 11:00;15;34;6;1;30;;24;;60;96;221;88;5;31;104;96;29
25.01.2017 12:00;11;30;6;2;34;;19;;53;103;207;94;4;27;82;115;27
25.01.2017 13:00;13;32;7;2;37;;19;;53;126;218;98;4;30;118;119;33
25.01.2017 14:00;14;28;9;2;34;;20;;56;93;199;97;5;28;75;110;33
25.01.2017 15:00;14;29;10;2;43;;17;;81;102;198;88;4;35;64;137;36
25.01.2017 16:00;27;28;12;1;52;;14;;90;123;229;125;3;50;61;122;32
25.01.2017 17:00;34;38;14;1;58;;11;;125;138;245;139;2;42;;79;23
25.01.2017 18:00;32;52;16;0;51;;13;;111;117;243;284;3;34;34;91;31
25.01.2017 19:00;34;72;19;0;39;;19;;103;136;93;232;3;34;35;73;29
25.01.2017 20:00;26;66;19;0;40;;19;;141;127;85;200;4;34;37;64;30
25.01.2017 21:00;28;39;19;1;29;;22;;102;118;82;165;6;23;41;52;24
25.01.2017 22:00;23;34;23;1;26;;30;;79;73;53;123;11;11;23;34;14
25.01.2017 23:00;13;21;20;4;12;;20;;50;59;29;110;10;10;24;23;12
26.01.2017 00:00;11;13;20;19;11;;14;;54;36;21;84;9;8;28;24;11
26.01.2017 01:00;8;12;16;16;13;;3;;41;27;8;44;9;7;21;31;9
26.01.2017 02:00;;10;11;3;10;;1;;36;11;12;49;8;8;19;21;5
26.01.2017 03:00;5;8;11;4;5;;0;;38;9;8;30;2;3;13;22;1
26.01.2017 04:00;5;6;5;5;3;;0;;30;10;5;21;0;2;13;17;1
26.01.2017 05:00;7;5;1;3;9;;0;;23;28;7;27;1;2;17;11;2
26.01.2017 06:00;5;5;1;1;7;;1;;33;55;13;49;1;1;49;11;2
26.01.2017 07:00;8;13;4;1;10;;2;;96;114;36;148;1;9;145;47;15
26.01.2017 08:00;20;23;9;4;23;;2;;108;136;35;198;1;28;138;82;21
26.01.2017 09:00;23;45;15;12;40;;5;;142;131;36;198;4;31;148;97;18
26.01.2017 10:00;25;31;8;12;23;;9;;108;135;35;167;9;22;112;92;10
26.01.2017 11:00;31;17;5;5;13;10;4;;76;110;24;133;9;12;79;92;6
